period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
45,6783253,3370434,139371,101217,43611546,18,19466,13684,61745,7571357,1823,290608,4152,8.97
46,6945747,3457062,142412,101217,41522929,18,19466,13684,62945,7727716,1823,290608,4152,8.77
47,7106177,3540339,145053,101217,42295947,18,19466,13684,64300,7884755,1823,290608,4152,8.79
48,7253393,3610338,147984,101217,43088581,18,19466,13684,65699,8039143,1823,290608,4152,8.54
49,7401486,3677507,150604,101217,43879235,18,19466,13684,66998,8195239,1823,290608,4152,8.76
50,7554724,3750068,153910,101217,44663948,18,19466,13684,68106,8356267,1823,290608,4152,8.95
51,7702495,3819603,156873,101217,45461186,18,19466,13684,69376,8508830,1823,290608,4152,8.57
52,7849455,3887888,159289,101217,49453214,18,19466,13684,70582,8662651,1823,290608,4152,8.53
53,8010234,3971136,162275,101217,47030608,18,19466,13684,71769,8821516,1823,290608,4152,9.00
54,8160992,4048452,165386,101217,47809173,18,19466,13684,72932,8975384,1823,290608,4152,8.69
55,8313111,4123485,168384,101217,48585914,18,19466,13684,74185,9127906,1823,290608,4152,8.69
56,8462353,4196242,171286,101217,49367822,18,19466,13684,75329,9279131,1823,290608,4152,8.65
57,8614958,4273562,174388,101217,50154044,18,19466,13684,76626,9428556,1823,290608,4152,8.60
58,8774689,4362160,177411,101217,54476671,18,19466,13684,77985,9576954,1823,290608,4152,8.76
59,8918673,4441165,180263,101217,51725827,18,19466,13684,79223,9711309,1823,290608,4152,7.56
60,9095388,4540432,183116,101217,52488924,18,19466,13684,80383,9868094,1823,290608,4152,9.62
61,9265564,4638704,185868,101217,53255303,18,19466,13684,81608,10016250,1823,290608,4152,9.13
62,9426638,4725234,188508,101217,54030958,18,19466,13684,82911,10171908,1823,290608,4152,8.62
63,9593396,4816916,191612,101217,54796557,18,19466,13684,84282,10331538,1823,290608,4152,8.92
64,9758060,4907482,194709,101217,55573446,18,19466,13684,85493,10487381,1823,290608,4152,8.83
65,9921411,4999078,197290,101217,56344887,18,19466,13684,86833,10642420,1823,290608,4152,8.66
66,10072181,5076688,200192,101217,57143952,18,19466,13684,87878,10791506,1823,290608,4152,8.56
67,10224038,5146950,203609,101217,57937339,18,19466,13684,89014,10954546,1823,290608,4152,8.80
68,10366796,5210595,206846,101217,58732270,18,19466,13684,90286,11112460,1823,290608,4152,8.69
69,10508817,5275244,209411,101217,59536949,18,19466,13684,91500,11262603,1823,290608,4152,8.68
70,10657579,5344545,212545,101217,60327018,18,19466,13684,92684,11422174,1823,290608,4152,8.70
71,10805343,5415006,215417,101217,65240531,18,19466,13684,93739,11578651,1823,290608,4152,8.69
72,10956226,5484335,218380,101217,61912020,18,19466,13684,94835,11738731,1823,290608,4152,8.69
73,11102840,5551745,221273,101217,62705377,18,19466,13684,95985,11895499,1823,290608,4152,8.69
74,11256637,5624367,224364,101217,63492547,18,19466,13684,97198,12056945,1823,290608,4152,8.69
75,11408460,5697564,227257,101217,64280932,18,19466,13684,98418,12215206,1823,290608,4152,8.69
76,11557037,5768470,230346,101217,65071907,18,19466,13684,99606,12370820,1823,290608,4152,8.69
77,11709528,5840821,233076,101217,65854552,18,19466,13684,100986,12532042,1823,290608,4152,8.69
78,11854920,5907093,236187,101217,66639446,18,19466,13684,102265,12690002,1823,290608,4152,8.69
79,12003697,5977398,239304,101217,67421846,18,19466,13684,103624,12846451,1823,290608,4152,8.69
80,12154133,6048182,242413,101217,68200100,18,19466,13684,104888,13006314,1823,290608,4152,8.69
81,12306643,6128867,245013,101217,68980796,18,19466,13684,106181,13154852,1823,290608,4152,8.52
82,12472843,6216290,248332,101217,69747854,18,19466,13684,107753,13314005,1823,290608,4152,9.15
83,12629656,6298776,251078,101217,70530625,18,19466,13684,109078,13468597,1823,290608,4152,8.62
84,12774224,6373153,254086,101217,71322269,18,19466,13684,110498,13611959,1823,290608,4152,7.92
85,12944420,6462913,257207,101217,76934124,18,19466,13684,111856,13778544,1823,290608,4152,9.58
86,13103909,6546355,260220,101217,72857853,18,19466,13684,113264,13931519,1823,290608,4152,8.67
87,13254188,6621777,262900,101217,78602941,18,19466,13684,114470,14085670,1823,290608,4152,8.64
88,13404944,6692518,265871,101217,74421289,18,19466,13684,115738,14245862,1823,290608,4152,8.94
89,13549272,6758882,268431,101217,75210117,18,19466,13684,117008,14403320,1823,290608,4152,8.61
90,13696060,6836457,271440,101217,81130020,18,19466,13684,118371,14548520,1823,290608,4152,7.78
91,13872892,6930231,274446,101217,76765383,18,19466,13684,119634,14712818,1823,290608,4152,9.72
92,14029124,7012217,277024,101217,77551084,18,19466,13684,120856,14864512,1823,290608,4152,8.54
93,14188993,7095540,279692,101217,78317870,18,19466,13684,122089,15021791,1823,290608,4152,8.87
94,14350336,7178699,282561,101217,84434800,18,19466,13684,123394,15180276,1823,290608,4152,8.90
95,14509104,7262811,285026,101217,79871595,18,19466,13684,124624,15333172,1823,290608,4152,8.55
96,14672472,7349115,288299,101217,80637536,18,19466,13684,125749,15491200,1823,290608,4152,8.98
97,14831048,7434912,291566,101217,81407125,18,19466,13684,126905,15646128,1823,290608,4152,8.76
98,14985483,7517348,294614,101217,82182233,18,19466,13684,128107,15798755,1823,290608,4152,8.54
99,15131779,7583621,297406,101217,82981400,18,19466,13684,129295,15953773,1823,290608,4152,8.68
100,15277903,7651248,300675,101217,89437071,18,19466,13684,130586,16109864,1823,290608,4152,8.56
101,15430793,7722463,303890,101217,84558173,18,19466,13684,131851,16271010,1823,290608,4152,8.98
102,15580273,7791753,307151,101217,85344755,18,19466,13684,133038,16428276,1823,290608,4152,8.69
103,15723483,7857367,310247,101217,86134440,18,19466,13684,134385,16584342,1823,290608,4152,8.69
104,15875307,7936011,313262,101217,86913096,18,19466,13684,135595,16739782,1823,290608,4152,8.69
105,16034898,8018367,316320,101217,87689815,18,19466,13684,136914,16895510,1823,290608,4152,8.69
106,16193307,8098421,319924,101217,88461538,18,19466,13684,138263,17050148,1823,290608,4152,8.69
107,16351903,8181768,322910,101217,95282316,18,19466,13684,139652,17206352,1823,290608,4152,8.69
108,16501953,8254985,326006,101217,90024310,18,19466,13684,140873,17363196,1823,290608,4152,8.69
109,16653488,8328602,329040,101217,90802227,18,19466,13684,142087,17521300,1823,290608,4152,8.69
110,16811992,8412889,332400,101217,91574672,18,19466,13684,143461,17675647,1823,290608,4152,8.69
111,16973874,8498747,335771,101217,92347390,18,19466,13684,144657,17831432,1823,290608,4152,8.69
112,17133841,8581718,339136,101217,93121113,18,19466,13684,145959,17987261,1823,290608,4152,8.69
113,17293580,8663456,342503,101217,93894928,18,19466,13684,147185,18145293,1823,290608,4152,8.69
114,17451904,8745544,345881,101217,94672843,18,19466,13684,148360,18299856,1823,290608,4152,8.69
115,17610659,8828270,349256,101217,95449825,18,19466,13684,149632,18453836,1823,290608,4152,8.70
116,17772290,8914647,352630,101217,96225157,18,19466,13684,150842,18607672,1823,290608,4152,8.76
117,17934448,9001400,355675,101217,96990469,18,19466,13684,152284,18763793,1823,290608,4152,8.72
118,18093238,9085118,358698,101217,97764109,18,19466,13684,153639,18917586,1823,290608,4152,8.55
119,18255937,9173926,362050,101217,98545204,18,19466,13684,154751,19073662,1823,290608,4152,8.74
120,18419646,9260367,365426,101217,106059705,18,19466,13684,156209,19231237,1823,290608,4152,9.08
121,18583704,9345420,368682,101217,100087618,18,19466,13684,157411,19388372,1823,290608,4152,8.95
122,18737810,9421747,371692,101217,100868019,18,19466,13684,158672,19546851,1823,290608,4152,8.62
123,18896732,9505084,374269,101217,101641942,18,19466,13684,160041,19702193,1823,290608,4152,8.77
124,19053961,9587356,377846,101217,102429656,18,19466,13684,161282,19853079,1823,290608,4152,8.45
125,19177687,9650132,381684,101217,103261037,18,19466,13684,162518,19974539,1823,290608,4152,6.80
126,19367765,9747604,384699,101217,103991756,18,19466,13684,163931,20157049,1823,290608,4152,10.77
127,19521599,9819672,387438,101217,104774135,18,19466,13684,165067,20319583,1823,290608,4152,8.86
128,19671702,9889028,390067,101217,105558235,18,19466,13684,166389,20479807,1823,290608,4152,8.56
129,19814354,9953895,392721,101217,106353395,18,19466,13684,167679,20633755,1823,290608,4152,8.50
130,19970231,10026525,395712,101217,107129464,18,19466,13684,169004,20798915,1823,290608,4152,9.30
131,20119942,10095923,399034,101217,115247348,18,19466,13684,170177,20959076,1823,290608,4152,8.69
132,20256919,10158922,402182,101217,108726776,18,19466,13684,171436,21108403,1823,290608,4152,7.84
133,20415333,10234400,405789,101217,116905637,18,19466,13684,172567,21276947,1823,290608,4152,9.46
134,20565611,10305666,408889,101217,110302061,18,19466,13684,173651,21437438,1823,290608,4152,8.64
135,20718139,10378657,411477,101217,111092284,18,19466,13684,174818,21596848,1823,290608,4152,8.78
136,20863901,10445834,415102,101217,111880229,18,19466,13684,176018,21752577,1823,290608,4152,8.69
137,21010313,10511908,418263,101217,112668839,18,19466,13684,177186,21911515,1823,290608,4152,8.70
138,21158859,10579075,421610,101217,121091367,18,19466,13684,178449,22070325,1823,290608,4152,8.69
139,21310947,10650705,424821,101217,114246727,18,19466,13684,179618,22230837,1823,290608,4152,8.69
140,21456415,10714965,428185,101217,115028851,18,19466,13684,180969,22389644,1823,290608,4152,8.69
141,21605280,10783605,431741,101217,115815541,18,19466,13684,182292,22547833,1823,290608,4152,8.68
142,21753374,10852909,434410,101217,116610304,18,19466,13684,183522,22705604,1823,290608,4152,8.70
143,21905771,10925069,437573,101217,125266378,18,19466,13684,184709,22866099,1823,290608,4152,8.69
144,22058727,10999165,440758,101217,118195906,18,19466,13684,185877,23028427,1823,290608,4152,8.69
145,22209641,11068453,443895,101217,118980358,18,19466,13684,187139,23190002,1823,290608,4152,8.69
146,22363517,11145560,447203,101217,127757867,18,19466,13684,188473,23345126,1823,290608,4152,8.69
147,22520492,11225331,450431,101217,120537807,18,19466,13684,189768,23500328,1823,290608,4152,8.69
148,22681606,11313978,453797,101217,121307114,18,19466,13684,191115,23651074,1823,290608,4152,8.69
149,22845257,11404821,457162,101217,122085632,18,19466,13684,192352,23800872,1823,290608,4152,8.69
150,23004433,11496250,460533,101217,122864685,18,19466,13684,193525,23949309,1823,290608,4152,8.68
151,23168339,11589575,463591,101217,131880523,18,19466,13684,194711,24100338,1823,290608,4152,8.81
152,23328011,11674315,466740,101217,124422525,18,19466,13684,195993,24255081,1823,290608,4152,8.81
153,23480166,11742709,469739,101217,133544866,18,19466,13684,197263,24418052,1823,290608,4152,8.77
154,23631409,11814759,472944,101217,125986838,18,19466,13684,198526,24580625,1823,290608,4152,8.73
155,23782885,11889066,475568,101217,135208971,18,19466,13684,199715,24742456,1823,290608,4152,8.69
156,23934011,11961712,479181,101217,136033229,18,19466,13684,200957,24898354,1823,290608,4152,8.81
157,24086609,12033762,482096,101217,128366653,18,19466,13684,202087,25058596,1823,290608,4152,8.73
158,24238420,12105425,485469,101217,129152853,18,19466,13684,203432,25219933,1823,290608,4152,8.76
159,24390014,12177612,488700,101217,129942590,18,19466,13684,204655,25377689,1823,290608,4152,8.66
160,24540370,12251149,492058,101217,130730436,18,19466,13684,205887,25535041,1823,290608,4152,8.69
161,24690552,12323387,495265,101217,131518656,18,19466,13684,207206,25689091,1823,290608,4152,9.14
162,24835268,12388505,498089,101217,132313750,18,19466,13684,208254,25845547,1823,290608,4152,8.54
163,24983921,12456906,500569,101217,141874058,18,19466,13684,209422,26004347,1823,290608,4152,8.57
164,25125473,12521903,503777,101217,133906691,18,19466,13684,210653,26156830,1823,290608,4152,8.52
165,25278061,12592082,507450,101217,143551718,18,19466,13684,211901,26319857,1823,290608,4152,8.94
166,25428361,12661816,510434,101217,135477115,18,19466,13684,213104,26475546,1823,290608,4152,8.68
167,25581026,12734238,513487,101217,136263223,18,19466,13684,214183,26638581,1823,290608,4152,9.00
168,25733140,12805115,518647,101217,137053424,18,19466,13684,215503,26798304,1823,290608,4152,8.69
169,25888211,12879292,521486,101217,137842855,18,19466,13684,216672,26960283,1823,290608,4152,8.69
170,26034975,12945860,524611,101217,138636786,18,19466,13684,217919,27118303,1823,290608,4152,8.69
171,26182487,13012870,527710,101217,139428358,18,19466,13684,219176,27275993,1823,290608,4152,8.69
172,26334870,13085737,530158,101217,140222926,18,19466,13684,220310,27434719,1823,290608,4152,8.69
173,26484187,13155740,533111,101217,141014090,18,19466,13684,221498,27595228,1823,290608,4152,8.69
174,26634749,13226432,536247,101217,141802471,18,19466,13684,222772,27751181,1823,290608,4152,8.69
175,26784615,13298140,539483,101217,151873853,18,19466,13684,223942,27907068,1823,290608,4152,8.69
176,26945463,13385737,542684,101217,152692738,18,19466,13684,225068,28057734,1823,290608,4152,8.69
177,27105768,13470573,546108,101217,153517340,18,19466,13684,226259,28213708,1823,290608,4152,8.69
178,27262505,13551283,549254,101217,144921279,18,19466,13684,227536,28369881,1823,290608,4152,8.70
179,27424294,13640656,552323,101217,145695717,18,19466,13684,228739,28525591,1823,290608,4152,8.69
